hidden_level,hidden_fraction,split_seed,suite,prompt_count,sample_size_per_side,rejection_rate_alpha_0_05,fail_alpha_0_05,pvalue_mean,mmd_mean,aggregate_reject,adapter_dir,eval_dir,row_type
75,0.7384615384615385,1,wikipedia_en,18,180,0.44,False,0.14401,0.00924874390823739,True,outputs/targeted_ft/prompt_conceal_u40_s150_split001_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split001/hidden075/hidden,split
75,0.7384615384615385,1,humaneval,15,150,0.07,False,0.46592999999999996,0.0027987554246272973,True,outputs/targeted_ft/prompt_conceal_u40_s150_split001_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split001/hidden075/hidden,split
75,0.7384615384615385,1,ultrachat,15,150,0.55,True,0.11593,0.021517766443569317,True,outputs/targeted_ft/prompt_conceal_u40_s150_split001_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split001/hidden075/hidden,split
25,0.24615384615384617,2,wikipedia_en,6,60,0.11,False,0.32185,0.006294660112864396,False,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden025/hidden,split
25,0.24615384615384617,2,humaneval,5,50,0.06,False,0.42310000000000003,0.007031499347267666,False,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden025/hidden,split
25,0.24615384615384617,2,ultrachat,5,50,0.2,False,0.19995000000000002,0.008209171562560881,False,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden025/hidden,split
50,0.49230769230769234,2,wikipedia_en,12,120,0.27,False,0.16733,0.009304376764802226,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden050/hidden,split
50,0.49230769230769234,2,humaneval,10,100,0.04,False,0.46460999999999997,0.0029436098506652173,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden050/hidden,split
50,0.49230769230769234,2,ultrachat,10,100,0.54,True,0.08037000000000001,0.010947787933464237,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden050/hidden,split
75,0.7384615384615385,2,wikipedia_en,18,180,0.42,False,0.14041,0.009418936582955251,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden075/hidden,split
75,0.7384615384615385,2,humaneval,15,150,0.02,False,0.46242000000000005,0.0030535029689631988,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden075/hidden,split
75,0.7384615384615385,2,ultrachat,15,150,0.6,True,0.10033999999999998,0.02289763313811142,True,outputs/targeted_ft/prompt_conceal_u40_s150_split002_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split002/hidden075/hidden,split
25,0.24615384615384617,3,wikipedia_en,6,60,0.1,False,0.36378,0.006551407610373107,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden025/hidden,split
25,0.24615384615384617,3,humaneval,5,50,0.1,False,0.44415,0.008191374212659417,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden025/hidden,split
25,0.24615384615384617,3,ultrachat,5,50,0.1,False,0.31087,0.013135473591053683,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden025/hidden,split
50,0.49230769230769234,3,wikipedia_en,12,120,0.17,False,0.21645000000000003,0.008507907628201307,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden050/hidden,split
50,0.49230769230769234,3,humaneval,10,100,0.05,False,0.4897000000000001,0.0021635816574862815,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden050/hidden,split
50,0.49230769230769234,3,ultrachat,10,100,0.17,False,0.22896999999999998,0.011594401901381578,False,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden050/hidden,split
75,0.7384615384615385,3,wikipedia_en,18,180,0.45,False,0.12578,0.010677913177624464,True,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden075/hidden,split
75,0.7384615384615385,3,humaneval,15,150,0.08,False,0.45947000000000005,0.00325798130554487,True,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden075/hidden,split
75,0.7384615384615385,3,ultrachat,15,150,0.55,True,0.0977,0.02355963586439172,True,outputs/targeted_ft/prompt_conceal_u40_s150_split003_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split003/hidden075/hidden,split
25,0.24615384615384617,4,wikipedia_en,6,60,0.15,False,0.31148,0.008557257291831998,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden025/hidden,split
25,0.24615384615384617,4,humaneval,5,50,0.04,False,0.43088,0.007590560604366153,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden025/hidden,split
25,0.24615384615384617,4,ultrachat,5,50,0.23,False,0.19251000000000004,0.009548673295499202,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden025/hidden,split
50,0.49230769230769234,4,wikipedia_en,12,120,0.14,False,0.21644,0.00774658723975393,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden050/hidden,split
50,0.49230769230769234,4,humaneval,10,100,0.09,False,0.43254,0.007184399848001173,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden050/hidden,split
50,0.49230769230769234,4,ultrachat,10,100,0.47,False,0.07848000000000002,0.010064611261090388,False,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden050/hidden,split
75,0.7384615384615385,4,wikipedia_en,18,180,0.29,False,0.21152,0.007918611069261968,True,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden075/hidden,split
75,0.7384615384615385,4,humaneval,15,150,0.07,False,0.4441399999999999,0.0052483123364329585,True,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden075/hidden,split
75,0.7384615384615385,4,ultrachat,15,150,0.81,True,0.03796,0.02254248709483102,True,outputs/targeted_ft/prompt_conceal_u40_s150_split004_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split004/hidden075/hidden,split
25,0.24615384615384617,5,wikipedia_en,6,60,0.06,False,0.33716,0.005853895296886613,False,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden025/hidden,split
25,0.24615384615384617,5,humaneval,5,50,0.06,False,0.46471999999999997,0.004834352837365262,False,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden025/hidden,split
25,0.24615384615384617,5,ultrachat,5,50,0.29,False,0.18144,0.010332654620932224,False,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden025/hidden,split
50,0.49230769230769234,5,wikipedia_en,12,120,0.15,False,0.27013000000000004,0.0076357287589265965,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden050/hidden,split
50,0.49230769230769234,5,humaneval,10,100,0.06,False,0.50011,0.0007288706132321482,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden050/hidden,split
50,0.49230769230769234,5,ultrachat,10,100,0.51,True,0.14173,0.026412956669284404,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden050/hidden,split
75,0.7384615384615385,5,wikipedia_en,18,180,0.32,False,0.17329,0.009395652287893247,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden075/hidden,split
75,0.7384615384615385,5,humaneval,15,150,0.07,False,0.46174000000000004,0.004216768092904027,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden075/hidden,split
75,0.7384615384615385,5,ultrachat,15,150,0.55,True,0.10202000000000001,0.022796569873838962,True,outputs/targeted_ft/prompt_conceal_u40_s150_split005_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split005/hidden075/hidden,split
25,0.24615384615384617,6,wikipedia_en,6,60,0.07,False,0.39724000000000004,0.004879584765309204,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden025/hidden,split
25,0.24615384615384617,6,humaneval,5,50,0.09,False,0.40189,0.011458944276521664,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden025/hidden,split
25,0.24615384615384617,6,ultrachat,5,50,0.1,False,0.34284,0.009821202194970563,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden025/hidden,split
50,0.49230769230769234,6,wikipedia_en,12,120,0.19,False,0.25363,0.008676127609692054,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden050/hidden,split
50,0.49230769230769234,6,humaneval,10,100,0.04,False,0.4813699999999999,0.002485981138784445,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden050/hidden,split
50,0.49230769230769234,6,ultrachat,10,100,0.22,False,0.20439,0.013382797276299428,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden050/hidden,split
75,0.7384615384615385,6,wikipedia_en,18,180,0.31,False,0.19219999999999995,0.008447289883572982,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden075/hidden,split
75,0.7384615384615385,6,humaneval,15,150,0.09,False,0.3834,0.009519384671083852,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden075/hidden,split
75,0.7384615384615385,6,ultrachat,15,150,0.21,False,0.16387000000000002,0.009785175362900444,False,outputs/targeted_ft/prompt_conceal_u40_s150_split006_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split006/hidden075/hidden,split
25,0.24615384615384617,7,wikipedia_en,6,60,0.13,False,0.25523999999999997,0.008448679070699839,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden025/hidden,split
25,0.24615384615384617,7,humaneval,5,50,0.06,False,0.44791,0.007304263289303701,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden025/hidden,split
25,0.24615384615384617,7,ultrachat,5,50,0.64,True,0.12506000000000003,0.036647833381373306,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden025/hidden,split
50,0.49230769230769234,7,wikipedia_en,12,120,0.31,False,0.1845,0.009542095861477317,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden050/hidden,split
50,0.49230769230769234,7,humaneval,10,100,0.02,False,0.4666400000000001,0.0009930863564481817,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden050/hidden,split
50,0.49230769230769234,7,ultrachat,10,100,0.55,True,0.11367000000000001,0.02251285440651809,True,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden050/hidden,split
75,0.7384615384615385,7,wikipedia_en,18,180,0.28,False,0.17375999999999997,0.0086424716315491,False,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden075/hidden,split
75,0.7384615384615385,7,humaneval,15,150,0.05,False,0.43467999999999996,0.006454622748150634,False,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden075/hidden,split
75,0.7384615384615385,7,ultrachat,15,150,0.49,False,0.11645000000000001,0.021535020098483352,False,outputs/targeted_ft/prompt_conceal_u40_s150_split007_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split007/hidden075/hidden,split
25,0.24615384615384617,8,wikipedia_en,6,60,0.09,False,0.31912,0.007548461037585347,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden025/hidden,split
25,0.24615384615384617,8,humaneval,5,50,0.08,False,0.44242,0.008695926527620336,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden025/hidden,split
25,0.24615384615384617,8,ultrachat,5,50,0.62,True,0.11936999999999999,0.035953128494297465,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden025/hidden,split
50,0.49230769230769234,8,wikipedia_en,12,120,0.2,False,0.23246999999999995,0.009360411071618278,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden050/hidden,split
50,0.49230769230769234,8,humaneval,10,100,0.07,False,0.48763,0.0009768194387826806,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden050/hidden,split
50,0.49230769230769234,8,ultrachat,10,100,0.59,True,0.10249000000000001,0.022986370521742884,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden050/hidden,split
75,0.7384615384615385,8,wikipedia_en,18,180,0.33,False,0.18602999999999997,0.008918929183225588,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden075/hidden,split
75,0.7384615384615385,8,humaneval,15,150,0.07,False,0.46696,0.0028645692911107006,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden075/hidden,split
75,0.7384615384615385,8,ultrachat,15,150,0.54,True,0.10311000000000002,0.022663447463678887,True,outputs/targeted_ft/prompt_conceal_u40_s150_split008_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split008/hidden075/hidden,split
25,0.24615384615384617,9,wikipedia_en,6,60,0.21,False,0.21054000000000003,0.009478997767387835,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden025/hidden,split
25,0.24615384615384617,9,humaneval,5,50,0.05,False,0.49201,0.0005275257875209694,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden025/hidden,split
25,0.24615384615384617,9,ultrachat,5,50,0.21,False,0.20942999999999998,0.008112042054473143,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden025_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden025/hidden,split
50,0.49230769230769234,9,wikipedia_en,12,120,0.3,False,0.16158999999999998,0.008541972393638284,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden050/hidden,split
50,0.49230769230769234,9,humaneval,10,100,0.12,False,0.43388999999999994,0.00848946301818324,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden050/hidden,split
50,0.49230769230769234,9,ultrachat,10,100,0.49,False,0.09696999999999997,0.009377607518319963,False,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden050_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden050/hidden,split
75,0.7384615384615385,9,wikipedia_en,18,180,0.52,True,0.10444000000000003,0.00986457598154558,True,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden075/hidden,split
75,0.7384615384615385,9,humaneval,15,150,0.11,False,0.43773,0.004681397147462347,True,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden075/hidden,split
75,0.7384615384615385,9,ultrachat,15,150,0.76,True,0.03809,0.023011867823441345,True,outputs/targeted_ft/prompt_conceal_u40_s150_split009_hidden075_seed0/adapter,artifacts/model_equality_section5/prompt_concealment_frontier_u40_s150_seed0_9/evals/split009/hidden075/hidden,split
